lakename,year4,sampledate,daynum,species
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
WEST LONG,1992,1992-08-09,222,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-18,139,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"YELLOWPERCH"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-18,139,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"YELLOWPERCH"
"PAUL",1992,1992-08-12,225,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-18,139,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
"PAUL",1992,1992-05-17,138,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-23,144,"YELLOWPERCH"
WEST LONG,1995,1995-06-03,154,"YELLOWPERCH"
"CENTRAL LONG",1992,1992-05-22,143,"YELLOWPERCH"
WEST LONG,1995,1995-07-22,203,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-08-18,230,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-05-22,142,"YELLOWPERCH"
WEST LONG,1992,1992-05-23,144,"YELLOWPERCH"
"CENTRAL LONG",1992,1992-05-22,143,"YELLOWPERCH"
WEST LONG,1995,1995-07-08,189,"YELLOWPERCH"
WEST LONG,1992,1992-05-23,144,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-05-22,142,"YELLOWPERCH"
WEST LONG,1995,1995-06-24,175,"YELLOWPERCH"
WEST LONG,1995,1995-05-24,144,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-08-18,230,"YELLOWPERCH"
WEST LONG,1995,1995-07-08,189,"YELLOWPERCH"
WEST LONG,1995,1995-05-24,144,"YELLOWPERCH"
WEST LONG,1995,1995-06-23,174,"YELLOWPERCH"
WEST LONG,1995,1995-06-24,175,"YELLOWPERCH"
WEST LONG,1992,1992-05-23,144,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
WEST LONG,1996,1996-10-10,284,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
WEST LONG,1997,1997-08-17,229,"YELLOWPERCH"
WEST LONG,1997,1997-05-20,140,"YELLOWPERCH"
WEST LONG,1997,1997-05-20,140,"YELLOWPERCH"
WEST LONG,1997,1997-08-16,228,"YELLOWPERCH"
WEST LONG,1997,1997-08-17,229,"YELLOWPERCH"
WEST LONG,1997,1997-05-20,140,"YELLOWPERCH"
WEST LONG,1997,1997-08-16,228,"YELLOWPERCH"
WEST LONG,1997,1997-08-16,228,"YELLOWPERCH"
WEST LONG,1997,1997-05-20,140,"YELLOWPERCH"
WEST LONG,1997,1997-08-16,228,"YELLOWPERCH"
WEST LONG,1997,1997-05-20,140,"YELLOWPERCH"
WEST LONG,1997,1997-05-20,140,"YELLOWPERCH"
WEST LONG,1997,1997-05-20,140,"YELLOWPERCH"
WEST LONG,1997,1997-05-20,140,"YELLOWPERCH"
WEST LONG,1997,1997-05-20,140,"YELLOWPERCH"
WEST LONG,1997,1997-05-20,140,"YELLOWPERCH"
WEST LONG,1997,1997-05-20,140,"YELLOWPERCH"
WEST LONG,1997,1997-05-20,140,"YELLOWPERCH"
WEST LONG,1997,1997-07-05,186,"YELLOWPERCH"
WEST LONG,1997,1997-07-05,186,"YELLOWPERCH"
WEST LONG,1997,1997-08-17,229,"YELLOWPERCH"
WEST LONG,1997,1997-08-17,229,"YELLOWPERCH"
WEST LONG,1997,1997-08-19,231,"YELLOWPERCH"
WEST LONG,1998,1998-08-22,234,"YELLOWPERCH"
WEST LONG,1998,1998-08-22,234,"YELLOWPERCH"
WEST LONG,1998,1998-05-17,137,"YELLOWPERCH"
WEST LONG,1998,1998-08-22,234,"YELLOWPERCH"
WEST LONG,1998,1998-05-19,139,"YELLOWPERCH"
WEST LONG,1998,1998-05-19,139,"YELLOWPERCH"
WEST LONG,1998,1998-05-17,137,"YELLOWPERCH"
WEST LONG,1998,1998-05-17,137,"YELLOWPERCH"
WEST LONG,1998,1998-05-19,139,"YELLOWPERCH"
WEST LONG,1998,1998-05-17,137,"YELLOWPERCH"
WEST LONG,1998,1998-05-17,137,"YELLOWPERCH"
WEST LONG,1998,1998-06-05,156,"YELLOWPERCH"
WEST LONG,1998,1998-07-10,191,"YELLOWPERCH"
WEST LONG,1998,1998-08-22,234,"YELLOWPERCH"
WEST LONG,1998,1998-05-17,137,"YELLOWPERCH"
WEST LONG,1998,1998-05-19,139,"YELLOWPERCH"
WEST LONG,1998,1998-06-25,176,"YELLOWPERCH"
WEST LONG,1998,1998-05-19,139,"YELLOWPERCH"
WEST LONG,1998,1998-07-22,203,"YELLOWPERCH"
WEST LONG,1998,1998-06-25,176,"YELLOWPERCH"
"CRAMPTON",1999,1999-08-18,230,"YELLOWPERCH"
EAST LONG,1999,1999-08-18,230,"YELLOWPERCH"
EAST LONG,1999,1999-08-18,230,"YELLOWPERCH"
EAST LONG,1999,1999-08-18,230,"YELLOWPERCH"
EAST LONG,1999,1999-08-18,230,"YELLOWPERCH"
EAST LONG,1999,1999-08-18,230,"YELLOWPERCH"
EAST LONG,1999,1999-08-18,230,"YELLOWPERCH"
EAST LONG,1999,1999-08-18,230,"YELLOWPERCH"
EAST LONG,1999,1999-05-26,146,"YELLOWPERCH"
WEST LONG,1999,1999-06-16,167,"YELLOWPERCH"
WEST LONG,1999,1999-05-23,143,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-10,191,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-09,190,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-09,190,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-10,191,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-17,229,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-28,209,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-22,234,"LARGEMOUTHBASS"
WEST LONG,1999,1999-06-16,167,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-28,209,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-17,229,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-29,210,"YELLOWPERCH"
WEST LONG,1999,1999-07-09,190,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-27,147,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-21,233,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-23,143,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-26,146,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-27,147,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-27,147,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-28,209,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-27,147,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-28,209,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-23,143,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-23,143,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-23,143,"LARGEMOUTHBASS"
WEST LONG,1999,1999-06-16,167,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-26,146,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-28,209,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-29,210,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-23,143,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-17,229,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-17,229,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-18,230,"YELLOWPERCH"
WEST LONG,1999,1999-07-29,210,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-20,232,"YELLOWPERCH"
WEST LONG,1999,1999-05-23,143,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-17,229,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-27,147,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-27,147,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-26,146,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-22,234,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-18,230,"YELLOWPERCH"
WEST LONG,1999,1999-05-26,146,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-26,146,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-09,190,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-09,190,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-10,191,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-17,229,"LARGEMOUTHBASS"
WEST LONG,1999,1999-06-16,167,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-21,233,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-20,232,"YELLOWPERCH"
WEST LONG,1999,1999-05-26,146,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-28,209,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-17,229,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1999,1999-06-16,167,"YELLOWPERCH"
WEST LONG,1999,1999-05-23,143,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-09,190,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-23,143,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-09,190,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-28,209,"YELLOWPERCH"
WEST LONG,1999,1999-07-09,190,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-26,146,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-09,190,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-20,232,"YELLOWPERCH"
WEST LONG,1999,1999-06-16,167,"YELLOWPERCH"
WEST LONG,1999,1999-06-16,167,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-27,147,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-24,144,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-04,155,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-20,140,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-09,190,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-19,231,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-09,190,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-09,190,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-23,143,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-02,183,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-02,183,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-23,204,"LARGEMOUTHBASS"
WEST LONG,2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-20,140,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-02,183,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-19,231,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-04,155,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-30,211,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-20,140,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-04,155,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-28,148,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-02,183,"LARGEMOUTHBASS"
"LONG",2001,2001-07-02,183,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-18,169,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-18,169,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-30,211,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-09,190,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-21,141,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-28,148,"LARGEMOUTHBASS"
"LONG",2001,2001-07-02,183,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-25,176,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-16,197,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-18,169,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-04,155,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-09,190,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-22,142,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-18,169,"LARGEMOUTHBASS"
"LONG",2001,2001-07-02,183,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-02,183,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-16,197,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-23,143,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-19,231,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-25,176,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-04,155,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-21,141,"LARGEMOUTHBASS"
WEST LONG,2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-30,211,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-16,197,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-05,217,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-21,141,"LARGEMOUTHBASS"
"LONG",2001,2001-07-02,183,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-11,162,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-02,183,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-25,176,"LARGEMOUTHBASS"
WEST LONG,2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-18,169,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-28,148,"LARGEMOUTHBASS"
WEST LONG,2001,2001-07-30,211,"LARGEMOUTHBASS"
WEST LONG,2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-30,211,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-25,176,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-04,155,"LARGEMOUTHBASS"
WEST LONG,2001,2001-07-30,211,"LARGEMOUTHBASS"
WEST LONG,2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-21,141,"LARGEMOUTHBASS"
WEST LONG,2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-21,141,"LARGEMOUTHBASS"
"LONG",2001,2001-07-02,183,"LARGEMOUTHBASS"
WEST LONG,2001,2001-08-20,232,"LARGEMOUTHBASS"
WEST LONG,2001,2001-08-20,232,"LARGEMOUTHBASS"
WEST LONG,2001,2001-08-20,232,"LARGEMOUTHBASS"
WEST LONG,2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-12,225,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-18,139,"LARGEMOUTHBASS"
"PAUL",1992,1992-05-19,140,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-12,225,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-12,225,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-18,139,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
WEST LONG,1992,1992-08-09,222,"LARGEMOUTHBASS"
WEST LONG,1992,1992-08-11,224,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-16,137,"CREEKCHUB"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-16,137,"BLUEGILL"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-31,213,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-12,225,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-31,213,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-16,137,"GOLDENSHINER"
WEST LONG,1992,1992-08-09,222,"LARGEMOUTHBASS"
WEST LONG,1992,1992-08-11,224,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-16,137,"BLUEGILL"
WEST LONG,1992,1992-08-09,222,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
EAST LONG,1992,1992-08-09,222,"PUMPKINSEED"
WEST LONG,1992,1992-08-09,222,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-16,137,"GOLDENSHINER"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
EAST LONG,1992,1992-08-09,222,"PUMPKINSEED"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
EAST LONG,1992,1992-08-09,222,"PUMPKINSEED"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
EAST LONG,1992,1992-08-09,222,"PUMPKINSEED"
EAST LONG,1992,1992-08-11,224,"BLUEGILL"
EAST LONG,1992,1992-08-11,224,"BLUEGILL"
"PAUL",1992,1992-05-23,144,"LARGEMOUTHBASS"
"PETER",1992,1992-05-23,144,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-16,137,"GOLDENSHINER"
EAST LONG,1992,1992-05-16,137,"GOLDENSHINER"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
EAST LONG,1992,1992-08-11,224,"BLUEGILL"
"PETER",1992,1992-05-17,138,"GOLDENSHINER"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
EAST LONG,1992,1992-08-11,224,"BLUEGILL"
EAST LONG,1992,1992-08-11,224,"BLUEGILL"
EAST LONG,1992,1992-08-11,224,"BLUEGILL"
EAST LONG,1992,1992-08-11,224,"BLUEGILL"
EAST LONG,1992,1992-08-11,224,"BLUEGILL"
EAST LONG,1992,1992-08-11,224,"BLUEGILL"
"PAUL",1992,1992-05-19,140,"LARGEMOUTHBASS"
"PAUL",1992,1992-05-23,144,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"YELLOWPERCH"
EAST LONG,1999,1999-05-24,144,"YELLOWPERCH"
EAST LONG,1999,1999-05-24,144,"YELLOWPERCH"
EAST LONG,1999,1999-05-26,146,"YELLOWPERCH"
EAST LONG,1999,1999-05-24,144,"YELLOWPERCH"
EAST LONG,1999,1999-05-24,144,"YELLOWPERCH"
EAST LONG,1999,1999-06-16,167,"YELLOWPERCH"
"PAUL",1999,1999-05-24,144,"YELLOWPERCH"
"PAUL",1999,1999-07-29,210,"YELLOWPERCH"
"PAUL",1999,1999-05-26,146,"YELLOWPERCH"
"PAUL",1999,1999-05-24,144,"YELLOWPERCH"
"PAUL",1999,1999-06-16,167,"YELLOWPERCH"
"PAUL",1999,1999-05-26,146,"YELLOWPERCH"
"PAUL",1999,1999-05-26,146,"YELLOWPERCH"
"PAUL",1999,1999-05-24,144,"YELLOWPERCH"
"PAUL",1999,1999-07-29,210,"YELLOWPERCH"
"PAUL",1999,1999-06-16,167,"YELLOWPERCH"
"PAUL",1999,1999-08-21,233,"YELLOWPERCH"
"PAUL",1999,1999-07-09,190,"YELLOWPERCH"
"PAUL",1999,1999-08-21,233,"YELLOWPERCH"
"PAUL",1999,1999-08-20,232,"YELLOWPERCH"
"PAUL",1999,1999-06-17,168,"YELLOWPERCH"
"PAUL",1999,1999-08-21,233,"YELLOWPERCH"
"PAUL",1999,1999-05-24,144,"YELLOWPERCH"
"PAUL",1999,1999-05-26,146,"YELLOWPERCH"
"PAUL",1999,1999-07-09,190,"YELLOWPERCH"
"PAUL",1999,1999-07-29,210,"YELLOWPERCH"
"PAUL",1999,1999-08-20,232,"YELLOWPERCH"
"PAUL",1999,1999-08-20,232,"YELLOWPERCH"
"PAUL",1999,1999-08-20,232,"YELLOWPERCH"
"PAUL",1999,1999-05-26,146,"YELLOWPERCH"
"PAUL",1999,1999-08-21,233,"YELLOWPERCH"
"PAUL",1999,1999-08-21,233,"YELLOWPERCH"
"PAUL",1999,1999-05-26,146,"YELLOWPERCH"
"PAUL",1999,1999-05-24,144,"YELLOWPERCH"
"PAUL",1999,1999-07-28,209,"YELLOWPERCH"
WEST LONG,1999,1999-07-29,210,"YELLOWPERCH"
WEST LONG,1999,1999-07-29,210,"YELLOWPERCH"
WEST LONG,1999,1999-08-21,233,"YELLOWPERCH"
WEST LONG,1999,1999-08-21,233,"YELLOWPERCH"
WEST LONG,1999,1999-06-17,168,"YELLOWPERCH"
WEST LONG,1999,1999-08-18,230,"YELLOWPERCH"
WEST LONG,1999,1999-08-18,230,"YELLOWPERCH"
WEST LONG,1999,1999-08-20,232,"YELLOWPERCH"
WEST LONG,1999,1999-05-26,146,"YELLOWPERCH"
WEST LONG,1999,1999-05-26,146,"YELLOWPERCH"
WEST LONG,1999,1999-06-16,167,"YELLOWPERCH"
WEST LONG,1999,1999-07-29,210,"YELLOWPERCH"
WEST LONG,1999,1999-07-28,209,"YELLOWPERCH"
WEST LONG,1999,1999-08-18,230,"YELLOWPERCH"
WEST LONG,1999,1999-07-29,210,"YELLOWPERCH"
WEST LONG,1999,1999-08-20,232,"YELLOWPERCH"
WEST LONG,1999,1999-08-20,232,"YELLOWPERCH"
WEST LONG,1999,1999-08-20,232,"YELLOWPERCH"
WEST LONG,1999,1999-08-20,232,"YELLOWPERCH"
WEST LONG,1999,1999-07-28,209,"YELLOWPERCH"
WEST LONG,1999,1999-06-16,167,"YELLOWPERCH"
WEST LONG,1999,1999-08-20,232,"YELLOWPERCH"
WEST LONG,1999,1999-08-20,232,"YELLOWPERCH"
WEST LONG,1999,1999-07-29,210,"YELLOWPERCH"
WEST LONG,1999,1999-06-16,167,"YELLOWPERCH"
WEST LONG,1999,1999-08-20,232,"YELLOWPERCH"
WEST LONG,1999,1999-07-29,210,"YELLOWPERCH"
WEST LONG,1999,1999-07-09,190,"YELLOWPERCH"
WEST LONG,1999,1999-06-16,167,"YELLOWPERCH"
WEST LONG,2000,2000-05-22,143,"YELLOWPERCH"
WEST LONG,2000,2000-05-22,143,"YELLOWPERCH"
WEST LONG,2000,2000-05-23,144,"YELLOWPERCH"
WEST LONG,2000,2000-05-23,144,"YELLOWPERCH"
WEST LONG,2000,2000-05-23,144,"YELLOWPERCH"
WEST LONG,2000,2000-05-23,144,"YELLOWPERCH"
WEST LONG,2000,2000-06-17,169,"YELLOWPERCH"
WEST LONG,2000,2000-06-17,169,"YELLOWPERCH"
WEST LONG,2000,2000-06-17,169,"YELLOWPERCH"
WEST LONG,2000,2000-06-17,169,"YELLOWPERCH"
WEST LONG,2000,2000-06-18,170,"YELLOWPERCH"
WEST LONG,2000,2000-06-18,170,"YELLOWPERCH"
WEST LONG,2000,2000-06-18,170,"YELLOWPERCH"
WEST LONG,2000,2000-07-25,207,"YELLOWPERCH"
WEST LONG,2000,2000-07-25,207,"YELLOWPERCH"
WEST LONG,2000,2000-07-25,207,"YELLOWPERCH"
WEST LONG,2000,2000-07-25,207,"YELLOWPERCH"
WEST LONG,2000,2000-07-26,208,"YELLOWPERCH"
WEST LONG,1999,1999-05-24,144,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-22,234,"LARGEMOUTHBASS"
WEST LONG,1999,1999-06-16,167,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-23,143,"LARGEMOUTHBASS"
WEST LONG,1999,1999-06-16,167,"YELLOWPERCH"
